id,product,compensation_id,product_id,reviewer_id,ratings,review_content,proof
99,Kirkland Aller-Tec Cetirizine HCL Antihistamine Tablets,0,99,1,5,"I like the price (only $17 for a year's supply is insanely thrifty), that it's over the counter, that it actually works for my severe year-round allergies (and better than any other allergy medicine I've ever tried, including the name brand Zyrtec and including prescription medications), and that it effectively treats my mild allergic reactions within an hour (hives and all). The only thing I dislike about it is that it's advertised as lasting for 24 hours, but it actually only works for 12 hours for me, so I have to take it twice a day (which really isn't a big deal). Sill, that's 6 months worth of fantastic and effective allergy medicine for $17.",
100,Duck Brand Bubble Wrap Roll,0,100,1,4,"I like the quality (each bubble is completed inflated and done were popped), the width (12"" was enough to cover most of the items I wanted to wrap), that it had small-sized bubbles (which offers more protection that larger-sized bubbles), that it's perforated every 12 inches (so I didn't need scissors), and that the bubbles remained inflated during my entire inter-state move (so much so that I'm actually saving them for my next move). My only dislike is the price--it's not expensive by any means, but I also used another brand that cost half the price for twice the amount of bubble wrap, and it worked just as well.",
101,Wahl Color Pro Complete Hair Cutting Kit,0,101,1,4,"Honestly the moment I picked it up out of the box I was like ""hell yeah"" - it has weight, it's designed to survive in a barber shop for many years.",
102,Stainless Steel Flatware Silverware Set,0,102,1,4,"I like the price (it was ridiculously cheap), the finish (very shiny and hasn't dulled yet), that there are two spoon sizes and two fork sizes, and that each piece has a good weight to it and doesn't feel flimsy like other cheaper silverware sets. The only thing I dislike about the set so far is the knives: one out of four of the knives have started to rust around the serrated portions of the blades, which isn't supposed to happen with real stainless steel; I'm hoping this isn't a sign of what's to come, but with the price I paid for the set, I'm still very happy with it.",
103,Westinghouse Portable Generator ,0,103,1,5,It was worth the money I paid! I've been pretty happy with westinghouse.  It's run flawlessly for me and it had a good workout ,
104,Sharp 43-Inch 1080p Roku Smart LED TV,0,104,1,5,"I literally like everything about it: it's extremely affordable (especially for a smart tv), it comes pre-loaded with apps that use regularly, it allows me to download any other apps that I want (including apps that have free movies and tv shows), it's very easy to set up and generally user-friendly, the picture is very sharp (I honestly can't tell the difference between it and that of a 4K tv), it has great speakers, it has a responsive remote, it can be controlled via the Roku app (which is helpful for when I lose the remote), it's the perfect size for my master bedroom, and the Roku interface is seamless. I've had it for 3 years now, and it's still working as well as it did when I first purchased it. There isn't a single thing about it that I'd change.",
105,Terro Bug Aerosol Spray,0,105,1,5,"I like the price, the fact that I only have to spray it every 6 weeks (although I can get away with spraying inside ever 8 weeks and outside every 6 weeks), that it canoe used both inside and outside, and that it's very effective; I go months without seeing any bugs of any kind inside my house. The only thing I dislike about it is the smell--it's VERY strong and takes a few hours to fade completely.",
106,Batteries,0,106,1,5,"I like the batteries just fine, and honestly couldn't be more pleased with the company that I bought them from. They were considerably cheaper than other brands were charging for an 8 pack, and the shipping was free and arrived much sooner than was expected. When my first package arrived, my batteries were damaged. I contacted the company to determine if they were safe to use, and after they did a quality control check, determined that they were damaged during shipping. They immediately sent me a replacement pack. Most companies don't understand the value of good customer service, and would have just said: ""sorry, there is not our fault."" I appreciate a company that wants to do right by their customers. It's how you create repeat business. I would recommend both the company and its products.",
107,Wireless Headphones,0,107,1,4,"What I like about this item is that it has an enhanced base, built-in microphone. It connects over Bluetooth. The sound isn't as good as my set of Beats headphones, but it is better than some of the other wireless brands that I have tried. What I dislike about them: The instruction manual is not written in a clear manner, and there is very little information.  The power button isn't clearly marked, and one is supposed to wait for a tone and flashing LED light to turn from red to blue when you first power it on. You can't see the lights unless you are looking into the input jack.  Unlike my other wireless headphones, it doesn't come with an external Bluetooth adapter so that it can be paired with a device (ie laptop/computer that doesn't have an internal Bluetooth antenna). Also, the USB charging cables and auxiliary cord are ridiculously short.  There is also no mention in the manual on charging time and life of headphones between charges.",
108,Tronco 20oz Glass Tumbler,0,108,1,5,"The main appeal of this tumbler is the aesthetic coupled with the price point. The tumbler looks just as good in person as in pictures. Moreover, it has weight to it and doesn?�?t feel ?�?cheap?�?.",
109,"APEX LEGENDS 2,150 COINS",0,109,1,5,"The unique thing about buying Apex coins through Amazon is that you save $5. If you were to buy 2,150 coins in-game, it would cost $19.99. Target also supplies coins but for some reason charges tax ($17.27 total) on this digital product.",
110,Crock-Pot Cook and Carry Portable Manual Slow Cooker,0,110,1,4,"I like the price, size/capacity, and how easy it use to use. I also like that the insert is dishwasher-safe. One thing I dislike is that it's not programmable, so you can't set it to cook for whatever amount of time that you want; instead, you have to use a separate kitchen timer to time it. Another thing I dislike about it is how heavy it is--luckily, as previously stated, the stone insert is dishwasher safe because washing it by hand would be a bit of a hassle.",
111,Neaterize Cube Organizer,0,111,1,5,"I really like how easy it is to assemble and how it comes with fabric cubes (unlike most other cube organizers). Also, I like that it's much sturdier than expected, light enough for me to move on my own, and relatively cheap in price but not in quality. One thing I dislike about it is that there is no backing, so if you remove a fabric cube, you can see the wall the cube organizer is in front of, which really isn't a big deal. The other thing I dislike about it is that it doesn't come with a rubber mallet--this would have been helpful when inserting the poles; I ended up just using my hammer, which, once again, isn't a big deal.",
112,Men's Marijuana Necktie - Pot Leaf Necktie - Marijuana Gift for men - Cannabis Gift - CBD gift,0,112,1,5,"100% Handmade Necktie. Features Navy Blue background with small green pot leaf motif. Slightly narrower than a classic tie, measures 2.75"" wide for a modern look and feel (this is 1/4"" narrower than a standard tie, and wider than most ""skinny ties."" ) Subtle and Professional - makes the perfect gift for anyone in the CBD, Hemp, or Marijuana Industry. Tie is handmade of 100% Microfiber - has a high-end look and feel. Tie features loop on back. Standard length.",
113,Stainless steel tongue cleaner,0,113,1,5,It's cleans my tongue well and water cleans it off. ,
114,Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM),0,114,1,5,Price of SSD is decreasing now. That is good for customers. Samsung 860 evo have high speed and affordable price. So bye  bye to Hard disk. ,
115,The Steampunk Tarot ,0,115,1,5,I like the beautiful artwork on the cards and how easy it's to shuffle and handle them. The deck is a delight to use and offers insightful readings and comes with a detailed handbook that delineates the intricate meanings of each card to assist newcomers. I would definitely buy another tarot deck by this author. ,
116,Blender,0,116,1,5,The product is awesome .it is easy to operate it has no complication. It is strong and durable .it does not consume much power.,
117,"Lenovo 17"" lapto ideapad 110",0,117,1,4, It lags when trying to open new tabs or programs not to mention the 99 CPU usage spike at times for no reason at all. I've downloaded antivirus to check if a virus may be the culprit (it wasn't). ,
118,Harney & Sons Dragon Pearl Jasmine Tea,0,118,1,5,"The tea has a delicate floral flavor.  I also like it because it does not stain my teeth as black or green teas tend to do.  I have been purchasing this tea for years, and it is well worth the price.",
119,SuperNail Buffing Cream,0,119,1,5,"It only requires a tiny dab of this cream to give the nails a high shine.  Use with a nail buffer.  I have also noticed that buffing the nails causes them to grow faster and thicker.  It also makes the nail beds pink, which is a pretty effect.",
120,Xbox live,0,120,1,5,I had just tried online for Xbox an had the best time playing some of their games. Even though it?�?s only a month I found there marketplace to be amusing an very full of fun ideas.,
121,Trader Joe's Mexicali salad,0,121,1,3,"For a $5 salad, it had pretty good dressing and overall flavor.  However it was not very filling.  I wouldn't get it again.",
122,"Low-Cut Socks,",0,122,1,5,"The socks are very soft and look great. The material is good, I liked the brand and I am very happy with my purchase!",
123,shoes,0,81,1,5,"  I liked many, they are like average shoes, which makes them very comfortable. They look good with jeanes, pants, skirts and shorts. Combine with everything",
124,shoes,0,81,1,5,"I liked comfort, materials and brand, all are very good. And they look very cute. My daughter loves them, it is never taken away. And best of all you can recharge the lights!",
125,Amazer Shower Curtain,0,125,1,5,"The key defining feature is the thickness of the 10 gauge plastic. The curtain has weight to it and doesn?�?t feel flimsy. Furthermore, the plastic doesn?�?t have that smelly chemical odor. ",
126,Ninja Blender/Food Processor,0,126,1,5,"Firstly, the price is fantastic for what you get: a 48 oz blender, a 40 oz food processor, and a 16 oz food chopper. Secondly, I really like that there's only 1 base for all three things because that means that it takes up a lot less room. Thirdly, all of the components are extremely powerful; for example, the food processor was able to turn pecans to complete dust without me having to soak them first. My only dislike would have to be the size of the chopper--I wish it was as large as the food processor.",
127,GetFit Resistance Bands Set 27322 ,0,127,1,5,"I like that the bands start at 10 pounds and go up to 50, and can be used in any combination up to 150 pounds. Which means that as I progress, I won't have to continue to purchase heavier weights. I also like that it comes with a door anchor which allows me to vary my workouts.",
128,Oral b kids toothbrush ,0,128,1,4,"It cleans teeth well, however it should have a indication when fully charged.",
129,Amplixin hair growth shapmpoo,0,129,1,5,"My wife wanted to get her hair to grow quicker, so i looked online and found this shampoo. It sounded like it would be a good fit so i gave it a shot. Needless to say, we purchase a new bottle every 2 weeks like clockwork. Her hair has grown 6 inches in the short amount of time shes been using it, so she is 5, which in turn makes me happy. Great product, would recommend to anyone",
130,dualshock 4 wireless controller for ps4 blue camo,0,130,1,5,"Very nice, sturdy controller. The color on it is awesome, i love blue and camo, so why not put them together? Ive dropped it several times and never had any issues with it. Perfect controller and just what i needed to get back in the game!",
131,Apple,0,131,1,5,"Retina display with thinner bezels, more powerful Intel Core i5, faster operating memory LPDDR3 2133 MHz, better Intel UHD Graphics 617, greater SSD storage (128GB and 512GB)",
132,Acer Aspire 14 inch laptop,0,132,1,3,"This computer that i bought luckily was for my sons school work. It is a basic laptop, able to connect to wifi and good for him to take notes. There is nothing special about it, it would probably not run any video games or things of that nature. The screen in a washed out type of screen so the resooution isnt very sharp. Decent cheap computer good for school work.",
133,playstation 4,0,133,1,5,"Recently got a new flat screen tv so i decided to finally upgrade to the ps4. The picture quality is amazing from this thing, the games seem like moves that you play through. Most games are in 4K which is fantastic, the ps4 has a 1TB hard drive which is more than enough room for my gaming library. I love this machine, and the price was great too!",
134,Bluetooth speaker,0,134,1,5,"This little speaker packs a ton of sound. Its small so its easily portable anywhere you need to go. Its waterproof and sand proof and impact resistant so its great at the beach, lake, the shower, literally anywhere. I use it all the time and its still pumping out killer sound so its also made to last. I would recommend this speaker to anyone who feels the need for more volume",
135,Video game,0,135,1,5,"I love this game, Its my favorite game thats been released for the call of duty franchise. The updated maps from previous games is awesome and the new maps are pretty great as well. The controls are easy to jump right back in after not playing for awhile, which is paramount. I am very happy with this game",
136,TV stand,0,136,1,4,"I needed a new tv stand for a tv in the kids room, and found this one online. Nothing fancy, does the job well. Glass base, quite sturdy. It was delivered fast, which is what i needed and it was super simple to put together and hang the tv on it.",
137,Flat screen tv,0,137,1,5,"The picture on this tv is great, it looks so surreal and sharp. The 55"" makes it huge so everything just looks amazing. The price I paid for this tv is also pretty good, i was actually surprised when looking for a new flat screen. Very very happy with this purchase",
138,Extension cord,0,138,1,4,"Great extension cord, I needed a long one to run along a wall behind my couch to the other side. The black color makes it hard to see against my dark carpet and baseboards. I'm quite happy with this purchase",
139,Friskies Gravy Swirlers Cat food,0,139,1,5,"This cat food is great for my cat. He was always super picky about what type of food he would eat, and it was really hard to find something that was a match. Finally i ordered this bag off amazon and he loves it. He has so much extra energy now that hes found a food he likes. Love this stuff, and its a great price as well",
140,Sync and charge cable with lighting connector,0,140,1,5,Cheap price. Works great with my Apple iPhone. Transfer data while charging function is great! FCC approved and comes in black or white. Great product at an affordable price!,
141,Kids travel airbed,0,141,1,5,Ease of setup. This product was inexpensive at $20. Easy to inflate and deflate. Keeps kids from falling out of bed with the side inflation rails,
142,Swim parka,0,142,1,5,I like the swim parka as it keeps my child warm and snug pre and post swim.,
143,Frigidaire window air conditioning unit,0,143,1,5,"This window air conditioning unit is great. Our central AC went out and it was getting way too hot inside to be bearable. I finally ordered this unit from amazon and couldn?�?t be happier. It easily cools my living room and bedroom both, which is great. If you?�?re looking for a good window unit, check this Frigidaire out for sure! ",
